Asus,ProArt X670,asus-x670-proart-ddr5.png,499,LGA1718,DDR5,ATX
Asus,Strix X570,asus-x570-strix-ddr4.png,329,PGA1331,DDR4,ATX
Asus,Prime Z790,asus-z790-prime-ddr5.png,309,LGA1700,DDR5,ATX
Asus,TUF Z790,asus-z790-tuf-ddr4.png,289,LGA1700,DDR4,ATX
