Asus,RX 6600 8GB,asus-rx6600-8GB.png,259
Asus TUF,RTX 3070Ti 8GB,asus-tuf-3070ti-8gb.png,639
Gigabyte,RTX 3060Ti 8GB,gb-3060ti-8gb.png,489
MSI,RTX 3090Ti SUPRIM 24GB,msi-3090ti-suprim-24GB.png,1799
Palit,RTX 3080Ti 12GB,palit-3080ti-12gb.png,1199
Sapphire,RX 6800XT 16GB,sapphire-6800xt-16gb.png,599
XFX,RX 6700XT 12GB,xfx-rx6700xt-12gb.png,319
AMD,RX 6900XT 16GB,amd-rx6900xt-16GB.png,679
